Dates,GSUSFCI Index,CESIUSD Index,value_MORTGAGE30US,value_CCLACBW027SBOG,value_WTISPLC,value_EXPINF1YR,value_STLPPM,value_ECIWAG,value_M2REAL,value_UNRATE,value_PPIACO,value_PCUOMFGOMFG,value_PCUATRANSATRANS,value_PCUATRADEATRADE,value_PCUAWHLTRAWHLTR,value_CSUSHPINSA,value_SPCS20RSA,value_WALCL,value_SP500,value_MEHOINUSA672N,value_T5YIFR,value_FYFSD,value_REAINTRATREARAT10Y,value_SAHMREALTIME,value_POPTHM,Monthly Nominal GDP Index,Monthly Real GDP Index,Advance Estimate From BEA,Business Fixed Investment,Change in inventory investment ($Bil 2009),Change in net exports ($Bil 2009),Current change in private inventories ($Bil 2009),Data releases,Days until advance estimate,Equipment,Exports,Federal Govt,Final Sales,Final Sales to Domestic Purchasers,Final Sales to Private Domestic Purchasers,Final_GDP_Interp,Fixed Investment,Forecast Error,GDP Nowcast,GPDI,Goods exports,Goods imports,Government,Imports,Intellectual Property Products,"Net Exports (current, $Bil 2009)","Net Exports (previous, $Bil 2009)",PCE,PCE Goods,PCE Services,Previous change in private inventories ($Bil 2009),Publication Date of Advance Estimate,Quarter being forecasted,Residential,S&L,Services exports,Services imports,Structures
2017-01-19,100.03,45.2,4.09,714.9321,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4460758.0,2263.69,70840.0,2.18,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,1.9,3.6,31.0,-25.0,38.0,Housing starts,8.0,3.9,-0.8,-0.9,2.1,2.6,3.0,1.9605494505494503,4.8,-0.9,2.8,9.6,-2.7,4.1,0.6,3.1,5.4,-547.0,-522.0,2.5,5.6,1.1,7.0,27/01/2017,31/12/2016,8.8,1.6,2.8,-0.9,0.5
2017-01-20,99.99,44.6,4.09,714.9321,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4460758.0,2271.31,70840.0,2.16,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,,,,,,,,,,,,,,1.949230769230769,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,99.95,43.2,4.09,714.9321,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4460758.0,2265.2,70840.0,2.18,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,,,,,,,,,,,,,,1.9152747252747253,,,,,,,,,,,,,,,,,,,,,,
2017-01-24,99.95,44.4,4.09,714.9321,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4460758.0,2280.07,70840.0,2.19,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,1.9,3.6,31.0,-25.0,38.0,Existing-home sales,3.0,3.9,-0.8,-0.9,2.0,2.5,2.9,1.903956043956044,4.7,-0.9,2.8,9.4,-2.7,4.1,0.6,3.1,5.4,-547.0,-522.0,2.5,5.6,1.1,7.0,27/01/2017,31/12/2016,8.4,1.6,2.8,-0.9,0.5
2017-01-25,99.91,43.5,4.09,713.139,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4452838.0,2298.37,70840.0,2.2,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,,,,,,,,,,,,,,1.8926373626373627,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,99.92,35.8,4.19,713.139,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4452838.0,2296.68,70840.0,2.22,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,1.9,3.6,40.0,-29.0,47.0,"Adv. Econ. Indicators, New-homes",1.0,3.9,-0.8,-0.9,1.9,2.5,2.9,1.8813186813186813,4.6,-1.0,2.9,10.7,-2.6,4.9,0.6,3.8,5.4,-551.0,-522.0,2.5,5.6,1.1,7.0,27/01/2017,31/12/2016,8.1,1.5,2.9,-0.9,0.2
2017-01-27,99.91,32.2,4.19,713.139,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4452838.0,2294.69,70840.0,2.2,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,99.94,31.6,4.19,713.139,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4452838.0,2280.9,70840.0,2.19,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,0.7,5.3,-19.0,-14.0,35.0,Initial nowcast,88.0,7.1,5.0,2.1,2.8,3.0,3.3,1.8310989010989007,4.7,-1.7,2.3,1.9,5.7,6.4,1.4,6.1,5.7,-614.0,-600.0,3.0,3.6,2.7,54.0,28/04/2017,31/03/2017,2.8,1.0,3.7,4.8,0.9
2017-01-31,99.91,31.8,4.19,713.139,51.97,2.2917332,0.33274967,126.6,5445.7,4.7,188.2,183.9,122.1,128.0,132.4,184.403,193.779921157913,4452838.0,2278.87,70840.0,2.16,-584650.0,0.70045658,-0.07,325742.0,19182.015,19364.941,,,,,,,,,,,,,,1.8181318681318683,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,99.91,39.4,4.19,714.7526,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4453881.0,2279.55,70840.0,2.18,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,8.1,-17.0,-17.0,37.0,"ISM Manufact., Construct. spending",86.0,11.5,6.1,1.9,3.8,4.0,4.6,1.8051648351648355,8.0,-2.7,3.4,5.4,7.3,7.9,1.3,7.4,5.8,-617.0,-600.0,3.8,5.6,3.0,54.0,28/04/2017,31/03/2017,7.7,0.9,4.0,5.3,4.9
2017-02-02,99.9,39.4,4.19,714.7526,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4453881.0,2280.85,70840.0,2.17,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,7.0,-13.0,-17.0,41.0,Light vehicle sales,85.0,9.0,6.0,1.9,3.4,3.6,4.1,1.7921978021978022,7.1,-2.4,3.1,5.1,7.1,7.7,1.3,7.3,5.8,-617.0,-600.0,3.4,4.3,3.0,54.0,28/04/2017,31/03/2017,7.3,0.9,4.0,5.2,4.8
2017-02-03,99.86,45.3,4.19,714.7526,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4453881.0,2297.42,70840.0,2.19,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,6.1,-10.0,-16.0,45.0,"Employ. Sit., Manuf. (M3), ISM Nonm.",84.0,7.4,5.5,2.1,2.9,3.2,3.6,1.7792307692307694,5.8,-2.0,2.7,4.2,6.3,7.0,1.0,6.6,5.8,-615.0,-600.0,3.1,3.6,2.8,55.0,28/04/2017,31/03/2017,4.9,0.4,3.8,5.0,3.9
2017-02-06,99.86,42.8,4.19,714.7526,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4453881.0,2292.56,70840.0,2.13,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.7403296703296705,,,,,,,,,,,,,,,,,,,,,,
2017-02-07,99.87,41.9,4.19,714.7526,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4453881.0,2293.08,70840.0,2.13,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,6.2,-10.0,-15.0,45.0,"International trade, Mobile homes (Feb 6)",80.0,7.5,5.5,2.1,3.0,3.2,3.6,1.7273626373626374,6.0,-2.0,2.7,4.4,6.5,7.0,1.0,6.6,5.8,-615.0,-600.0,3.1,3.6,2.8,55.0,28/04/2017,31/03/2017,5.5,0.4,3.7,5.0,3.9
2017-02-08,99.84,40.9,4.19,715.517,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4456236.0,2294.67,70840.0,2.1,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.7143956043956046,,,,,,,,,,,,,,,,,,,,,,
2017-02-09,99.85,42.4,4.17,715.517,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4456236.0,2307.87,70840.0,2.12,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,6.2,-9.0,-15.0,47.0,Wholesale trade,78.0,7.5,5.5,2.1,3.0,3.2,3.6,1.7014285714285715,6.0,-2.1,2.7,4.6,6.5,7.0,1.0,6.6,5.8,-615.0,-600.0,3.1,3.6,2.8,56.0,28/04/2017,31/03/2017,5.5,0.4,3.7,5.0,3.9
2017-02-10,99.83,40.8,4.17,715.517,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4456236.0,2316.1,70840.0,2.15,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,6.2,-8.0,-16.0,47.0,Imp./Exp prices; Treasury statement,77.0,7.6,5.5,1.6,2.9,3.2,3.6,1.6884615384615385,6.0,-2.0,2.7,4.7,6.5,7.0,0.8,6.6,5.8,-615.0,-600.0,3.1,3.6,2.8,56.0,28/04/2017,31/03/2017,5.5,0.4,3.7,5.0,3.9
2017-02-13,99.8,37.0,4.17,715.517,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4456236.0,2328.25,70840.0,2.13,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.6495604395604395,,,,,,,,,,,,,,,,,,,,,,
2017-02-14,99.79,36.1,4.17,715.517,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4456236.0,2337.58,70840.0,2.15,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.636593406593407,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,99.77,44.6,4.17,714.7007,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4454676.0,2349.25,70840.0,2.19,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,5.8,-16.0,-15.0,42.0,"Retail trade, Consumer Price Index, Industrial production",72.0,6.6,5.2,1.5,2.6,2.8,3.3,1.6236263736263736,5.3,-1.5,2.2,2.8,6.1,6.6,0.8,6.3,5.8,-614.0,-600.0,2.8,2.6,2.9,58.0,28/04/2017,31/03/2017,3.9,0.3,3.5,4.7,3.9
2017-02-16,99.75,53.6,4.15,714.7007,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4454676.0,2347.22,70840.0,2.14,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,5.8,-16.0,-15.0,42.0,Housing starts,71.0,6.7,5.2,1.5,2.8,3.0,3.4,1.6106593406593408,6.3,-1.7,2.4,3.7,6.2,6.7,0.8,6.3,5.8,-614.0,-600.0,2.8,2.6,2.9,58.0,28/04/2017,31/03/2017,7.8,0.3,3.5,4.8,4.0
2017-02-17,99.75,53.1,4.15,714.7007,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4454676.0,2351.16,70840.0,2.17,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.5976923076923075,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,99.75,51.2,4.15,714.7007,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4454676.0,2351.16,70840.0,2.17,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.5587912087912088,,,,,,,,,,,,,,,,,,,,,,
2017-02-21,99.72,47.8,4.15,714.7007,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4454676.0,2365.38,70840.0,2.19,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.5458241758241758,,,,,,,,,,,,,,,,,,,,,,
2017-02-22,99.71,47.4,4.15,716.0196,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4468702.0,2362.82,70840.0,2.16,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,5.8,-16.0,-15.0,42.0,Exisiting-home sales,65.0,6.7,5.2,1.5,2.9,3.1,3.6,1.532857142857143,7.2,-1.8,2.5,4.6,6.2,6.7,0.8,6.3,5.8,-614.0,-600.0,2.8,2.6,2.9,58.0,28/04/2017,31/03/2017,11.7,0.3,3.5,4.8,3.9
2017-02-23,99.67,45.7,4.16,716.0196,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4468702.0,2363.81,70840.0,2.16,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,,,,,,,,,,,,,,1.51989010989011,,,,,,,,,,,,,,,,,,,,,,
2017-02-24,99.65,44.9,4.16,716.0196,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4468702.0,2367.34,70840.0,2.1,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,5.8,-16.0,-15.0,42.0,New-home sales/costs,63.0,6.7,5.2,1.5,2.9,3.1,3.6,1.506923076923077,7.0,-1.8,2.5,4.4,6.2,6.7,0.8,6.3,5.8,-614.0,-600.0,2.8,2.7,2.9,58.0,28/04/2017,31/03/2017,10.8,0.4,3.5,4.8,4.0
2017-02-27,99.66,37.1,4.16,716.0196,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4468702.0,2369.75,70840.0,2.16,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,6.0,-17.0,-15.0,41.0,Advance durable manufacturing,60.0,7.0,5.2,1.5,2.9,3.1,3.6,1.468021978021978,7.1,-1.8,2.5,4.4,6.2,6.7,0.8,6.3,5.8,-614.0,-600.0,2.8,2.6,2.9,58.0,28/04/2017,31/03/2017,10.8,0.4,3.5,4.8,4.0
2017-02-28,99.68,34.7,4.16,716.0196,53.47,1.94277371,0.20000161,126.6,5474.8,4.6,191.6,186.2,122.5,128.2,132.3,185.02,195.872409876358,4468702.0,2363.64,70840.0,2.15,-584650.0,0.77438158,0.03,326050.0,19262.02,19375.117,0.7,5.8,-22.0,-20.0,28.0,GDP/Advance Economic Indicators (Feb 28),59.0,7.1,6.2,1.4,2.8,3.1,3.6,1.455054945054945,7.0,-1.5,2.2,3.6,7.8,8.5,0.7,7.8,5.2,-619.0,-600.0,2.8,2.7,2.9,50.0,28/04/2017,31/03/2017,10.8,0.3,3.3,4.6,4.2
2017-03-01,99.67,32.6,4.16,716.4989,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4458018.0,2395.96,70840.0,2.22,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,7.4,-22.0,-23.0,27.0," Personal income and outlays, ISM Manufacturing Index, Construction spending",58.0,9.1,7.9,1.2,2.3,2.7,3.4,1.4420879120879122,9.1,-1.1,1.8,5.7,10.2,10.6,-0.6,9.6,5.3,-622.0,-600.0,2.1,3.8,1.3,49.0,28/04/2017,31/03/2017,14.7,-1.7,3.7,5.4,7.1
2017-03-02,99.73,35.4,4.1,716.4989,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4458018.0,2381.92,70840.0,2.18,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.6,-21.0,-23.0,28.0,Light vehicle sales,57.0,7.3,7.9,1.2,2.0,2.4,3.1,1.4291208791208792,8.5,-0.8,1.5,5.1,10.1,10.6,-0.6,9.6,5.3,-622.0,-600.0,1.8,3.0,1.3,49.0,28/04/2017,31/03/2017,14.7,-1.7,3.7,5.4,7.1
2017-03-03,99.69,36.8,4.1,716.4989,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4458018.0,2383.12,70840.0,2.16,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.5,-21.0,-23.0,28.0,ISM Nonmanufacturing Index,56.0,7.2,7.8,1.2,2.0,2.4,3.0,1.416153846153846,8.4,-0.8,1.5,5.1,10.1,10.5,-0.6,9.6,5.3,-622.0,-600.0,1.8,2.9,1.3,49.0,28/04/2017,31/03/2017,14.4,-1.7,3.7,5.4,7.1
2017-03-06,99.72,38.2,4.1,716.4989,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4458018.0,2375.31,70840.0,2.12,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.6,-31.0,-23.0,24.0,M3 Manufacturing report,53.0,7.4,7.8,1.2,2.0,2.4,3.1,1.3772527472527474,8.5,-0.6,1.3,3.7,10.1,10.5,-0.6,9.6,5.3,-622.0,-600.0,1.8,2.9,1.3,54.0,28/04/2017,31/03/2017,14.4,-1.7,3.7,5.4,7.1
2017-03-07,99.75,38.0,4.1,716.4989,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4458018.0,2368.39,70840.0,2.14,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,7.1,-31.0,-24.0,24.0,International trade,52.0,8.5,7.8,1.2,2.0,2.5,3.1,1.3642857142857143,8.8,-0.6,1.3,4.1,10.6,10.6,-0.6,9.9,5.3,-624.0,-600.0,1.8,2.9,1.3,54.0,28/04/2017,31/03/2017,14.4,-1.7,2.8,6.4,7.1
2017-03-08,99.82,45.8,4.1,716.2309,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4459840.0,2362.98,70840.0,2.12,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,7.1,-33.0,-24.0,22.0,Wholesale trade,51.0,8.5,7.8,1.2,2.0,2.5,3.1,1.3513186813186815,8.8,-0.6,1.2,3.7,10.6,10.6,-0.6,9.9,5.3,-624.0,-600.0,1.8,2.9,1.3,55.0,28/04/2017,31/03/2017,14.4,-1.7,2.8,6.4,7.1
2017-03-09,99.85,44.8,4.21,716.2309,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4459840.0,2364.87,70840.0,2.11,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,7.1,-33.0,-25.0,22.0,Import/export prices,50.0,8.5,7.7,1.2,2.0,2.5,3.1,1.3383516483516484,8.8,-0.5,1.2,3.7,10.5,10.7,-0.6,9.9,5.3,-625.0,-600.0,1.8,2.9,1.3,55.0,28/04/2017,31/03/2017,14.4,-1.7,2.7,6.2,7.1
2017-03-10,99.8,48.0,4.21,716.2309,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4459840.0,2372.6,70840.0,2.12,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.6,-37.0,-24.0,18.0,"Employment situation, Treasury statement",49.0,7.5,6.9,1.5,1.8,2.3,2.8,1.3253846153846154,8.0,-0.2,0.9,2.4,9.4,9.8,-0.3,9.0,5.4,-623.0,-600.0,1.6,2.4,1.2,55.0,28/04/2017,31/03/2017,12.9,-1.4,2.3,5.5,6.5
2017-03-13,99.81,47.5,4.21,716.2309,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4459840.0,2373.47,70840.0,2.16,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,,,,,,,,,,,,,,1.2864835164835164,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,99.84,46.4,4.21,716.2309,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4459840.0,2365.45,70840.0,2.1,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.5,-38.0,-24.0,18.0,Producer Price Index,45.0,7.4,6.9,1.5,1.8,2.3,2.8,1.2735164835164836,8.0,-0.2,0.9,2.3,9.4,9.8,-0.3,9.0,5.4,-623.0,-600.0,1.6,2.4,1.2,55.0,28/04/2017,31/03/2017,12.9,-1.4,2.3,5.5,6.5
2017-03-15,99.7,57.9,4.21,716.4327,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4469577.0,2385.26,70840.0,2.18,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.5,-37.0,-24.0,18.0,"Retail trade, Consumer Price Index",44.0,7.4,6.9,1.5,1.8,2.2,2.7,1.2605494505494506,8.4,-0.2,0.9,2.8,9.4,9.8,-0.3,9.0,5.4,-623.0,-600.0,1.5,1.9,1.2,55.0,28/04/2017,31/03/2017,14.3,-1.4,2.3,5.5,6.5
2017-03-16,99.71,57.6,4.3,716.4327,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4469577.0,2381.38,70840.0,2.17,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.5,-37.0,-24.0,18.0,Housing starts,43.0,7.4,6.9,1.5,1.8,2.2,2.7,1.2475824175824175,8.3,-0.2,0.9,2.7,9.4,9.8,-0.3,9.0,5.4,-623.0,-600.0,1.5,1.9,1.2,55.0,28/04/2017,31/03/2017,14.2,-1.4,2.3,5.5,6.5
2017-03-17,99.7,56.1,4.3,716.4327,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4469577.0,2378.25,70840.0,2.13,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.4,-33.0,-23.0,22.0,Industrial production,42.0,7.2,6.6,1.6,1.7,2.2,2.7,1.234615384615385,8.2,-0.3,1.0,3.2,9.0,9.5,-0.3,8.7,5.4,-623.0,-600.0,1.4,1.9,1.2,55.0,28/04/2017,31/03/2017,13.8,-1.4,2.1,5.2,6.4
2017-03-20,99.7,55.9,4.3,716.4327,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4469577.0,2373.47,70840.0,2.14,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,,,,,,,,,,,,,,1.1957142857142855,,,,,,,,,,,,,,,,,,,,,,
2017-03-21,99.73,55.2,4.3,716.4327,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4469577.0,2344.02,70840.0,2.16,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,,,,,,,,,,,,,,1.182747252747253,,,,,,,,,,,,,,,,,,,,,,
2017-03-22,99.71,54.4,4.3,717.6554,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4478236.0,2348.45,70840.0,2.15,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.4,-33.0,-23.0,22.0,Exisiting-home sales,37.0,7.2,6.5,1.6,1.6,2.1,2.6,1.1697802197802198,7.5,-0.2,0.9,2.5,9.0,9.5,-0.3,8.7,5.4,-623.0,-600.0,1.4,1.9,1.2,55.0,28/04/2017,31/03/2017,10.8,-1.4,2.1,5.2,6.4
2017-03-23,99.71,55.7,4.23,717.6554,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4478236.0,2345.96,70840.0,2.15,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.4,-33.0,-23.0,22.0,New-home sales/costs,36.0,7.3,6.6,1.6,1.7,2.2,2.7,1.1568131868131868,8.2,-0.3,1.0,3.2,9.0,9.5,-0.3,8.7,5.4,-623.0,-600.0,1.4,1.9,1.2,55.0,28/04/2017,31/03/2017,14.0,-1.4,2.1,5.3,6.3
2017-03-24,99.7,54.1,4.23,717.6554,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4478236.0,2343.98,70840.0,2.23,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.6,-32.0,-23.0,22.0,Advance durable manufacturing,35.0,7.8,6.6,1.6,1.8,2.2,2.7,1.143846153846154,8.4,-0.3,1.0,3.4,9.1,9.5,-0.3,8.7,5.4,-623.0,-600.0,1.4,1.9,1.2,55.0,28/04/2017,31/03/2017,14.0,-1.4,2.1,5.3,6.3
2017-03-27,99.68,52.5,4.23,717.6554,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4478236.0,2341.59,70840.0,2.19,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.7,-30.0,-24.0,20.0,Wholesale trade revision (Mar 24),32.0,7.8,6.6,1.6,1.8,2.2,2.7,1.104945054945055,8.4,-0.4,1.1,3.8,9.1,9.5,-0.3,8.7,5.4,-623.0,-600.0,1.4,1.9,1.2,50.0,28/04/2017,31/03/2017,14.0,-1.4,2.1,5.3,6.3
2017-03-28,99.68,53.1,4.23,717.6554,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4478236.0,2358.57,70840.0,2.21,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,0.7,6.6,-33.0,-8.0,17.0,Advance Economic Indicators,31.0,7.8,6.6,1.6,2.1,2.2,2.7,1.091978021978022,8.3,-0.6,1.3,3.2,9.1,6.7,-0.3,6.4,5.4,-608.0,-600.0,1.4,1.9,1.2,50.0,28/04/2017,31/03/2017,14.0,-1.4,2.1,5.2,6.3
2017-03-29,99.65,52.5,4.23,717.6831,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4469618.0,2361.13,70840.0,2.16,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,,,,,,,,,,,,,,1.079010989010989,,,,,,,,,,,,,,,,,,,,,,
2017-03-30,99.66,51.6,4.14,717.6831,49.33,1.50314821,0.17221321,126.6,5505.3,4.4,191.5,186.7,122.1,129.3,132.9,186.52900000000002,196.576778812562,4469618.0,2368.06,70840.0,2.11,-584650.0,0.91650302,-0.03,326207.0,19352.865,19466.985,,,,,,,,,,,,,,1.066043956043956,,,,,,,,,,,,,,,,,,,,,,
